"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-02-01 00:00","2016","02","01","00:00","2.6","","1.0","","89","","14","","13","","24.1","","99.49","","","","","","NA"
"2016-02-01 01:00","2016","02","01","01:00","3.6","","1.5","","86","","16","","10","","24.1","","99.30","","","","","","Rain"
"2016-02-01 02:00","2016","02","01","02:00","4.5","","1.9","","83","","15","","21","","24.1","","99.17","","","","","","Rain"
"2016-02-01 03:00","2016","02","01","03:00","5.5","","2.5","","81","","15","","15","","24.1","","99.07","","","","","","Rain"
"2016-02-01 04:00","2016","02","01","04:00","6.2","","2.5","","77","","16","","19","","24.1","","99.02","","","","","","Rain"
"2016-02-01 05:00","2016","02","01","05:00","6.0","","3.3","","83","","23","","12","","24.1","","99.06","","","","","","Rain"
"2016-02-01 06:00","2016","02","01","06:00","8.1","","5.4","","83","","23","","37","","24.1","","99.08","","","","","","Rain"
"2016-02-01 07:00","2016","02","01","07:00","8.2","","6.2","","87","","24","","43","","24.1","","99.14","","","","","","Mostly Cloudy"
"2016-02-01 08:00","2016","02","01","08:00","7.0","","4.3","","83","","24","","46","","24.1","","99.28","","","","","","NA"
"2016-02-01 09:00","2016","02","01","09:00","4.9","","1.9","","81","","25","","49","","24.1","","99.54","","","","","","Rain Showers"
"2016-02-01 10:00","2016","02","01","10:00","4.5","","0.5","","75","","26","","42","","24.1","","99.83","","","","","","Mostly Cloudy"
"2016-02-01 11:00","2016","02","01","11:00","4.7","","-0.3","","70","","27","","34","","48.3","","100.05","","","","","","NA"
"2016-02-01 12:00","2016","02","01","12:00","4.0","","-2.2","","64","","26","","44","","48.3","","100.22","","","","","","NA"
"2016-02-01 13:00","2016","02","01","13:00","4.3","","-3.2","","58","","26","","33","","48.3","","100.36","","","","","","Mainly Clear"
"2016-02-01 14:00","2016","02","01","14:00","4.7","","-4.3","","52","","26","","29","","48.3","","100.46","","","","","","NA"
"2016-02-01 15:00","2016","02","01","15:00","4.6","","-4.9","","50","","26","","33","","48.3","","100.61","","","","","","NA"
"2016-02-01 16:00","2016","02","01","16:00","4.4","","-3.4","","57","","26","","27","","48.3","","100.77","","","","","","Mostly Cloudy"
"2016-02-01 17:00","2016","02","01","17:00","3.3","","-3.5","","61","","27","","13","","48.3","","100.90","","","","","","NA"
"2016-02-01 18:00","2016","02","01","18:00","3.2","","-3.4","","62","","27","","10","","24.1","","100.95","","","","","","NA"
"2016-02-01 19:00","2016","02","01","19:00","2.9","","-3.3","","64","","21","","8","","24.1","","101.01","","","","","","Cloudy"
"2016-02-01 20:00","2016","02","01","20:00","1.8","","-2.5","","73","","21","","12","","24.1","","101.05","","","","","","NA"
"2016-02-01 21:00","2016","02","01","21:00","1.2","","-2.6","","76","","25","","5","","24.1","","101.10","","","","","","NA"
"2016-02-01 22:00","2016","02","01","22:00","1.9","","-3.4","","68","","32","","8","","24.1","","101.16","","","","","","Mostly Cloudy"
"2016-02-01 23:00","2016","02","01","23:00","1.1","","-3.4","","72","","35","","13","","24.1","","101.27","","","","","","NA"
"2016-02-02 00:00","2016","02","02","00:00","0.7","","-5.8","","62","","32","","16","","24.1","","101.36","","","","","","NA"
"2016-02-02 01:00","2016","02","02","01:00","0.2","","-7.4","","57","","33","","16","","24.1","","101.45","","","","","","Cloudy"
"2016-02-02 02:00","2016","02","02","02:00","-0.6","","-8.3","","56","","32","","16","","24.1","","101.55","","","","-5","","NA"
"2016-02-02 03:00","2016","02","02","03:00","-1.8","","-9.7","","55","","32","","12","","24.1","","101.67","","","","-6","","NA"
"2016-02-02 04:00","2016","02","02","04:00","-2.8","","-10.2","","57","","31","","11","","24.1","","101.79","","","","-7","","Mostly Cloudy"
"2016-02-02 05:00","2016","02","02","05:00","-3.5","","-10.9","","57","","31","","13","","24.1","","101.91","","","","-8","","NA"
"2016-02-02 06:00","2016","02","02","06:00","-4.4","","-10.2","","64","","34","","14","","24.1","","102.01","","","","-10","","NA"
"2016-02-02 07:00","2016","02","02","07:00","-6.2","","-10.5","","72","","3","","15","","24.1","","102.17","","","","-12","","Mainly Clear"
"2016-02-02 08:00","2016","02","02","08:00","-5.8","","-10.8","","68","","3","","11","","24.1","","102.31","","","","-11","","NA"
"2016-02-02 09:00","2016","02","02","09:00","-5.6","","-11.0","","66","","2","","11","","24.1","","102.40","","","","-10","","NA"
"2016-02-02 10:00","2016","02","02","10:00","-5.2","","-11.2","","63","","4","","6","","24.1","","102.49","","","","-8","","Mainly Clear"
"2016-02-02 11:00","2016","02","02","11:00","-4.3","","-10.5","","62","","36","","3","","24.1","","102.57","","","","-6","","NA"
"2016-02-02 12:00","2016","02","02","12:00","-3.7","","-10.4","","60","","28","","4","","24.1","","102.54","","","","-5","","NA"
"2016-02-02 13:00","2016","02","02","13:00","-2.9","","-9.0","","63","","20","","12","","24.1","","102.50","","","","-7","","Mainly Clear"
"2016-02-02 14:00","2016","02","02","14:00","-2.9","","-10.1","","58","","13","","9","","24.1","","102.45","","","","-6","","NA"
"2016-02-02 15:00","2016","02","02","15:00","-2.5","","-10.4","","55","","16","","4","","24.1","","102.47","","","","-4","","NA"
"2016-02-02 16:00","2016","02","02","16:00","-2.4","","-10.5","","54","","15","","8","","24.1","","102.48","","","","-6","","Mainly Clear"
"2016-02-02 17:00","2016","02","02","17:00","-3.0","","-10.6","","56","","20","","4","","24.1","","102.53","","","","-5","","NA"
"2016-02-02 18:00","2016","02","02","18:00","-3.4","","-10.1","","60","","26","","3","","24.1","","102.56","","","","-5","","NA"
"2016-02-02 19:00","2016","02","02","19:00","-3.8","","-10.5","","60","","10","","8","","24.1","","102.53","","","","-7","","Mainly Clear"
"2016-02-02 20:00","2016","02","02","20:00","-3.7","","-8.4","","70","","10","","10","","24.1","","102.53","","","","-8","","NA"
"2016-02-02 21:00","2016","02","02","21:00","-4.0","","-8.2","","73","","9","","13","","24.1","","102.48","","","","-9","","NA"
"2016-02-02 22:00","2016","02","02","22:00","-3.6","","-9.9","","62","","8","","13","","24.1","","102.40","","","","-8","","Cloudy"
"2016-02-02 23:00","2016","02","02","23:00","-3.1","","-12.4","","49","","8","","18","","24.1","","102.37","","","","-9","","NA"
"2016-02-03 00:00","2016","02","03","00:00","-3.4","","-12.4","","50","","8","","16","","24.1","","102.26","","","","-9","","NA"
"2016-02-03 01:00","2016","02","03","01:00","-3.2","","-10.8","","56","","5","","13","","24.1","","102.16","","","","-8","","Cloudy"
"2016-02-03 02:00","2016","02","03","02:00","-3.5","","-9.8","","62","","4","","22","","9.7","","102.20","","","","-10","","Snow"
"2016-02-03 03:00","2016","02","03","03:00","-5.1","","-7.1","","86","","6","","24","","24.1","","101.90","","","","-12","","Snow"
"2016-02-03 04:00","2016","02","03","04:00","-4.9","","-6.9","","86","","5","","28","","24.1","","101.68","","","","-13","","Cloudy"
