"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Current Station Operator","NAV Canada"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-05-01 00:00","2018","05","01","00:00","7.4","","6.5","","94","","31","","6","","32.2","","101.16","","","","","","Rain"
"2018-05-01 01:00","2018","05","01","01:00","7.3","","6.5","","95","","29","","8","","24.1","","101.13","","","","","","Rain"
"2018-05-01 02:00","2018","05","01","02:00","7.4","","6.7","","95","","36","","1","","24.1","","101.15","","","","","","NA"
"2018-05-01 03:00","2018","05","01","03:00","7.3","","6.4","","94","","24","","3","","24.1","","101.15","","","","","","NA"
"2018-05-01 04:00","2018","05","01","04:00","7.0","","6.4","","96","","24","","8","","24.1","","101.18","","","","","","Mostly Cloudy"
"2018-05-01 05:00","2018","05","01","05:00","7.2","","6.5","","95","","22","","7","","24.1","","101.18","","","","","","NA"
"2018-05-01 06:00","2018","05","01","06:00","7.2","","6.7","","96","","23","","7","","24.1","","101.22","","","","","","NA"
"2018-05-01 07:00","2018","05","01","07:00","7.5","","6.9","","96","","20","","10","","24.1","","101.20","","","","","","Mostly Cloudy"
"2018-05-01 08:00","2018","05","01","08:00","9.0","","7.2","","88","","21","","12","","24.1","","101.18","","","","","","NA"
"2018-05-01 09:00","2018","05","01","09:00","10.9","","7.8","","81","","17","","14","","24.1","","101.18","","","","","","NA"
"2018-05-01 10:00","2018","05","01","10:00","12.0","","7.9","","76","","22","","14","","48.3","","101.19","","","","","","Mostly Cloudy"
"2018-05-01 11:00","2018","05","01","11:00","13.3","","8.2","","71","","19","","15","","48.3","","101.13","","","","","","NA"
"2018-05-01 12:00","2018","05","01","12:00","14.5","","6.0","","57","","22","","19","","48.3","","101.09","","","","","","NA"
"2018-05-01 13:00","2018","05","01","13:00","15.6","","7.0","","56","","20","","21","","48.3","","101.01","","","","","","Mainly Clear"
"2018-05-01 14:00","2018","05","01","14:00","17.2","","5.1","","45","","22","","22","","48.3","","100.94","","","","","","NA"
"2018-05-01 15:00","2018","05","01","15:00","17.0","","6.2","","49","","22","","14","","24.1","","100.93","","","","","","NA"
"2018-05-01 16:00","2018","05","01","16:00","16.6","","4.3","","44","","24","","24","","24.1","","100.93","","","","","","Cloudy"
"2018-05-01 17:00","2018","05","01","17:00","16.5","","5.0","","46","","23","","12","","48.3","","100.87","","","","","","NA"
"2018-05-01 18:00","2018","05","01","18:00","15.3","","5.6","","52","","19","","10","","24.1","","100.84","","","","","","NA"
"2018-05-01 19:00","2018","05","01","19:00","15.2","","4.3","","48","","20","","10","","24.1","","100.82","","","","","","Mostly Cloudy"
"2018-05-01 20:00","2018","05","01","20:00","14.3","","5.4","","55","","16","","11","","24.1","","100.80","","","","","","NA"
"2018-05-01 21:00","2018","05","01","21:00","13.7","","7.1","","64","","16","","9","","24.1","","100.78","","","","","","NA"
"2018-05-01 22:00","2018","05","01","22:00","12.5","","7.0","","69","","17","","7","","24.1","","100.73","","","","","","Mainly Clear"
"2018-05-01 23:00","2018","05","01","23:00","11.1","","6.9","","75","","20","","3","","24.1","","100.70","","","","","","NA"
"2018-05-02 00:00","2018","05","02","00:00","10.9","","5.5","","69","","22","","5","","24.1","","100.67","","","","","","NA"
"2018-05-02 01:00","2018","05","02","01:00","11.6","","4.5","","62","","21","","6","","24.1","","100.64","","","","","","Mostly Cloudy"
"2018-05-02 02:00","2018","05","02","02:00","12.6","","4.2","","57","","22","","10","","24.1","","100.61","","","","","","NA"
"2018-05-02 03:00","2018","05","02","03:00","12.7","","2.8","","51","","22","","5","","24.1","","100.58","","","","","","NA"
"2018-05-02 04:00","2018","05","02","04:00","14.2","","4.3","","51","","24","","19","","24.1","","100.59","","","","","","Mostly Cloudy"
"2018-05-02 05:00","2018","05","02","05:00","14.6","","4.3","","50","","24","","16","","48.3","","100.67","","","","","","NA"
"2018-05-02 06:00","2018","05","02","06:00","14.3","","5.3","","55","","23","","18","","48.3","","100.67","","","","","","NA"
"2018-05-02 07:00","2018","05","02","07:00","16.3","","6.2","","51","","24","","16","","48.3","","100.67","","","","","","Mostly Cloudy"
"2018-05-02 08:00","2018","05","02","08:00","17.5","","6.0","","46","","24","","25","","24.1","","100.67","","","","","","NA"
"2018-05-02 09:00","2018","05","02","09:00","18.9","","6.9","","45","","23","","21","","24.1","","100.64","","","","","","NA"
"2018-05-02 10:00","2018","05","02","10:00","20.3","","8.4","","46","","22","","20","","24.1","","100.52","","","","","","Mostly Cloudy"
"2018-05-02 11:00","2018","05","02","11:00","22.1","","9.0","","43","","21","","28","","24.1","","100.45","","","","","","NA"
"2018-05-02 12:00","2018","05","02","12:00","24.1","","10.1","","41","","22","","34","","24.1","","100.42","","25","","","","NA"
"2018-05-02 13:00","2018","05","02","13:00","25.3","","9.4","","36","","23","","40","","24.1","","100.38","","26","","","","Cloudy"
"2018-05-02 14:00","2018","05","02","14:00","24.4","","10.4","","41","","23","","34","","24.1","","100.32","","26","","","","NA"
"2018-05-02 15:00","2018","05","02","15:00","22.4","","10.3","","46","","22","","40","","24.1","","100.26","","","","","","Rain Showers"
"2018-05-02 16:00","2018","05","02","16:00","22.5","","10.6","","46","","23","","43","","24.1","","100.28","","","","","","Rain Showers"
"2018-05-02 17:00","2018","05","02","17:00","20.7","","11.0","","53","","23","","33","","24.1","","100.33","","","","","","NA"
"2018-05-02 18:00","2018","05","02","18:00","20.7","","10.8","","53","","23","","24","","24.1","","100.37","","","","","","NA"
"2018-05-02 19:00","2018","05","02","19:00","20.7","","11.8","","56","","26","","24","","24.1","","100.42","","","","","","Mostly Cloudy"
"2018-05-02 20:00","2018","05","02","20:00","17.1","","13.6","","80","","35","","24","","24.1","","100.62","","","","","","NA"
"2018-05-02 21:00","2018","05","02","21:00","16.1","","13.3","","83","","31","","6","","24.1","","100.66","","","","","","NA"
"2018-05-02 22:00","2018","05","02","22:00","16.1","","13.2","","83","","24","","5","","24.1","","100.69","","","","","","Cloudy"
"2018-05-02 23:00","2018","05","02","23:00","14.5","","12.3","","87","","21","","14","","24.1","","100.70","","","","","","NA"
"2018-05-03 00:00","2018","05","03","00:00","13.6","","11.8","","89","","24","","8","","24.1","","100.70","","","","","","NA"
"2018-05-03 01:00","2018","05","03","01:00","13.7","","12.3","","91","","22","","13","","24.1","","100.71","","","","","","Cloudy"
"2018-05-03 02:00","2018","05","03","02:00","13.4","","12.1","","92","","23","","5","","24.1","","100.68","","","","","","NA"
"2018-05-03 03:00","2018","05","03","03:00","13.5","","12.2","","92","","22","","7","","24.1","","100.72","","","","","","NA"
"2018-05-03 04:00","2018","05","03","04:00","12.8","","12.1","","95","","22","","5","","24.1","","100.74","","","","","","Cloudy"
"2018-05-03 05:00","2018","05","03","05:00","13.0","","12.2","","95","","13","","3","","24.1","","100.72","","","","","","NA"
"2018-05-03 06:00","2018","05","03","06:00","13.8","","12.6","","93","","18","","4","","24.1","","100.73","","","","","","NA"
"2018-05-03 07:00","2018","05","03","07:00","14.6","","12.9","","90","","36","","1","","24.1","","100.74","","","","","","Cloudy"
"2018-05-03 08:00","2018","05","03","08:00","15.0","","13.3","","90","","22","","5","","24.1","","100.81","","","","","","Rain Showers"
"2018-05-03 09:00","2018","05","03","09:00","15.0","","13.7","","92","","36","","4","","12.9","","100.74","","","","","","Rain Showers"
"2018-05-03 10:00","2018","05","03","10:00","15.8","","14.2","","90","","16","","5","","24.1","","100.67","","","","","","Cloudy"
"2018-05-03 11:00","2018","05","03","11:00","15.5","","13.9","","91","","22","","8","","16.1","","100.71","","","","","","NA"
"2018-05-03 12:00","2018","05","03","12:00","17.6","","15.1","","85","","20","","7","","16.1","","100.63","","","","","","NA"
"2018-05-03 13:00","2018","05","03","13:00","16.4","","15.2","","92","","21","","9","","6.4","","100.65","","","","","","Rain,Fog"
"2018-05-03 14:00","2018","05","03","14:00","16.5","","15.7","","95","","23","","7","","6.4","","100.59","","","","","","Rain,Fog"
"2018-05-03 15:00","2018","05","03","15:00","16.2","","15.8","","97","","31","","3","","3.2","","100.58","","","","","","Rain,Fog"
"2018-05-03 16:00","2018","05","03","16:00","16.1","","15.7","","98","","33","","10","","4.8","","100.63","","","","","","Rain,Fog"
"2018-05-03 17:00","2018","05","03","17:00","15.6","","15.2","","97","","32","","9","","6.4","","100.65","","","","","","Rain,Fog"
"2018-05-03 18:00","2018","05","03","18:00","15.8","","15.3","","97","","27","","7","","11.3","","100.67","","","","","","Rain"
"2018-05-03 19:00","2018","05","03","19:00","15.4","","15.0","","97","","22","","8","","16.1","","100.67","","","","","","Rain"
"2018-05-03 20:00","2018","05","03","20:00","14.4","","14.1","","98","","22","","9","","9.7","","100.76","","","","","","Fog"
"2018-05-03 21:00","2018","05","03","21:00","13.5","","13.2","","98","","24","","8","","8.1","","100.82","","","","","","Fog"
"2018-05-03 22:00","2018","05","03","22:00","14.0","","13.7","","98","","26","","8","","11.3","","100.86","","","","","","Mainly Clear"
"2018-05-03 23:00","2018","05","03","23:00","13.4","","13.1","","98","","23","","7","","8.1","","100.88","","","","","","Fog"
"2018-05-04 00:00","2018","05","04","00:00","12.9","","12.6","","98","","29","","10","","12.9","","100.90","","","","","","NA"
"2018-05-04 01:00","2018","05","04","01:00","11.8","","10.6","","92","","31","","9","","12.9","","100.91","","","","","","Mostly Cloudy"
"2018-05-04 02:00","2018","05","04","02:00","10.7","","8.6","","86","","32","","12","","16.1","","100.95","","","","","","NA"
"2018-05-04 03:00","2018","05","04","03:00","9.5","","7.8","","89","","32","","8","","24.1","","100.95","","","","","","NA"
"2018-05-04 04:00","2018","05","04","04:00","9.0","","7.7","","92","","30","","5","","24.1","","100.98","","","","","","Cloudy"
"2018-05-04 05:00","2018","05","04","05:00","8.7","","7.3","","91","","36","","10","","24.1","","100.99","","","","","","NA"
"2018-05-04 06:00","2018","05","04","06:00","8.3","","6.5","","89","","3","","14","","24.1","","100.97","","","","","","NA"
"2018-05-04 07:00","2018","05","04","07:00","9.4","","6.3","","81","","5","","17","","24.1","","100.90","","","","","","Cloudy"
"2018-05-04 08:00","2018","05","04","08:00","10.0","","6.6","","79","","4","","19","","24.1","","100.87","","","","","","NA"
"2018-05-04 09:00","2018","05","04","09:00","10.8","","7.1","","78","","3","","12","","24.1","","100.91","","","","","","NA"
