"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-12-01 00:00","2016","12","01","00:00","7.9","","5.2","","83","","12","","27","","24.1","","99.57","","","","","","NA"
"2016-12-01 01:00","2016","12","01","01:00","7.0","","4.8","","86","","10","","22","","24.1","","99.33","","","","","","Rain"
"2016-12-01 02:00","2016","12","01","02:00","6.7","","4.5","","86","","7","","16","","24.1","","99.29","","","","","","Rain"
"2016-12-01 03:00","2016","12","01","03:00","6.3","","4.8","","90","","8","","17","","24.1","","99.25","","","","","","Rain"
"2016-12-01 04:00","2016","12","01","04:00","6.2","","5.0","","92","","7","","25","","24.1","","99.25","","","","","","Rain"
"2016-12-01 05:00","2016","12","01","05:00","6.1","","5.1","","93","","9","","17","","24.1","","98.93","","","","","","Rain"
"2016-12-01 06:00","2016","12","01","06:00","7.0","","6.3","","95","","16","","25","","11.3","","99.08","","","","","","Rain"
"2016-12-01 07:00","2016","12","01","07:00","8.5","","7.0","","90","","20","","30","","16.1","","99.10","","","","","","Rain"
"2016-12-01 08:00","2016","12","01","08:00","8.4","","6.9","","90","","21","","26","","24.1","","99.13","","","","","","Rain"
"2016-12-01 09:00","2016","12","01","09:00","8.1","","5.9","","86","","23","","32","","9.7","","99.17","","","","","","Rain"
"2016-12-01 10:00","2016","12","01","10:00","7.5","","6.1","","91","","23","","26","","9.7","","99.23","","","","","","Rain,Fog"
"2016-12-01 11:00","2016","12","01","11:00","7.2","","5.0","","86","","23","","35","","24.1","","99.22","","","","","","Rain"
"2016-12-01 12:00","2016","12","01","12:00","6.7","","4.4","","85","","23","","34","","12.9","","99.27","","","","","","Rain"
"2016-12-01 13:00","2016","12","01","13:00","7.0","","4.2","","82","","23","","31","","24.1","","99.27","","","","","","Rain"
"2016-12-01 14:00","2016","12","01","14:00","6.9","","3.7","","80","","23","","30","","16.1","","99.29","","","","","","Rain"
"2016-12-01 15:00","2016","12","01","15:00","6.5","","3.3","","80","","23","","33","","24.1","","99.35","","","","","","Rain"
"2016-12-01 16:00","2016","12","01","16:00","6.2","","2.5","","77","","23","","40","","24.1","","99.40","","","","","","Rain"
"2016-12-01 17:00","2016","12","01","17:00","5.3","","2.7","","83","","24","","35","","16.1","","99.50","","","","","","Rain"
"2016-12-01 18:00","2016","12","01","18:00","4.8","","2.8","","87","","23","","31","","16.1","","99.55","","","","","","Rain"
"2016-12-01 19:00","2016","12","01","19:00","4.6","","2.6","","87","","24","","28","","24.1","","99.60","","","","","","Rain"
"2016-12-01 20:00","2016","12","01","20:00","4.8","","2.5","","85","","24","","28","","24.1","","99.64","","","","","","NA"
"2016-12-01 21:00","2016","12","01","21:00","4.9","","2.3","","83","","24","","31","","24.1","","99.67","","","","","","Rain"
"2016-12-01 22:00","2016","12","01","22:00","4.9","","2.1","","82","","25","","24","","24.1","","99.74","","","","","","Cloudy"
"2016-12-01 23:00","2016","12","01","23:00","4.7","","1.7","","81","","24","","28","","24.1","","99.78","","","","","","NA"
"2016-12-02 00:00","2016","12","02","00:00","5.0","","1.9","","80","","24","","27","","24.1","","99.78","","","","","","NA"
"2016-12-02 01:00","2016","12","02","01:00","4.5","","1.5","","81","","24","","28","","24.1","","99.81","","","","","","Rain"
"2016-12-02 02:00","2016","12","02","02:00","5.1","","1.8","","79","","23","","25","","24.1","","99.87","","","","","","NA"
"2016-12-02 03:00","2016","12","02","03:00","4.8","","2.3","","84","","23","","23","","24.1","","99.90","","","","","","Rain"
"2016-12-02 04:00","2016","12","02","04:00","4.7","","2.4","","85","","21","","17","","24.1","","99.88","","","","","","Rain"
"2016-12-02 05:00","2016","12","02","05:00","4.9","","2.1","","82","","23","","20","","24.1","","99.90","","","","","","Rain"
"2016-12-02 06:00","2016","12","02","06:00","5.0","","2.2","","82","","22","","21","","24.1","","99.91","","","","","","NA"
"2016-12-02 07:00","2016","12","02","07:00","4.8","","2.3","","84","","23","","18","","24.1","","99.92","","","","","","Cloudy"
"2016-12-02 08:00","2016","12","02","08:00","5.0","","2.7","","85","","24","","26","","19.3","","99.94","","","","","","Rain"
"2016-12-02 09:00","2016","12","02","09:00","5.2","","3.4","","88","","22","","18","","24.1","","99.94","","","","","","Rain"
"2016-12-02 10:00","2016","12","02","10:00","5.5","","3.2","","85","","23","","24","","12.9","","99.96","","","","","","Rain"
"2016-12-02 11:00","2016","12","02","11:00","5.6","","3.0","","83","","24","","26","","16.1","","99.92","","","","","","Rain"
"2016-12-02 12:00","2016","12","02","12:00","4.9","","2.1","","82","","27","","23","","24.1","","99.93","","","","","","Rain"
"2016-12-02 13:00","2016","12","02","13:00","3.8","","1.7","","86","","29","","14","","24.1","","99.94","","","","","","Rain"
