"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-11-01 00:00","2016","11","01","00:00","2.1","","-3.0","","69","","17","","9","","24.1","","102.23","","","","","","NA"
"2016-11-01 01:00","2016","11","01","01:00","1.6","","-3.3","","70","","17","","10","","24.1","","102.24","","","","","","Mainly Clear"
"2016-11-01 02:00","2016","11","01","02:00","1.3","","-3.6","","70","","19","","9","","24.1","","102.24","","","","","","NA"
"2016-11-01 03:00","2016","11","01","03:00","1.3","","-3.4","","71","","11","","7","","24.1","","102.21","","","","","","NA"
"2016-11-01 04:00","2016","11","01","04:00","0.5","","-3.4","","75","","9","","9","","24.1","","102.20","","","","","","Mainly Clear"
"2016-11-01 05:00","2016","11","01","05:00","0.0","","-2.5","","83","","9","","9","","24.1","","102.16","","","","-3","","NA"
"2016-11-01 06:00","2016","11","01","06:00","-0.2","","-3.2","","80","","5","","6","","24.1","","102.20","","","","-2","","NA"
"2016-11-01 07:00","2016","11","01","07:00","0.8","","-2.3","","80","","9","","11","","48.3","","102.19","","","","","","Mostly Cloudy"
"2016-11-01 08:00","2016","11","01","08:00","1.8","","-1.6","","78","","10","","14","","48.3","","102.21","","","","","","NA"
"2016-11-01 09:00","2016","11","01","09:00","2.8","","-0.7","","78","","13","","16","","48.3","","102.14","","","","","","NA"
"2016-11-01 10:00","2016","11","01","10:00","4.9","","0.5","","73","","14","","17","","48.3","","102.03","","","","","","Mostly Cloudy"
"2016-11-01 11:00","2016","11","01","11:00","6.4","","1.1","","69","","12","","12","","48.3","","101.99","","","","","","NA"
"2016-11-01 12:00","2016","11","01","12:00","7.8","","1.2","","63","","13","","19","","48.3","","101.84","","","","","","NA"
"2016-11-01 13:00","2016","11","01","13:00","7.9","","1.1","","62","","11","","20","","48.3","","101.76","","","","","","Cloudy"
"2016-11-01 14:00","2016","11","01","14:00","8.4","","1.8","","63","","12","","20","","48.3","","101.65","","","","","","NA"
"2016-11-01 15:00","2016","11","01","15:00","8.3","","3.0","","69","","13","","21","","48.3","","101.48","","","","","","NA"
"2016-11-01 16:00","2016","11","01","16:00","8.8","","2.4","","64","","14","","16","","48.3","","101.47","","","","","","Cloudy"
"2016-11-01 17:00","2016","11","01","17:00","8.9","","2.5","","64","","13","","11","","24.1","","101.42","","","","","","NA"
"2016-11-01 18:00","2016","11","01","18:00","9.2","","2.6","","63","","15","","14","","24.1","","101.46","","","","","","NA"
"2016-11-01 19:00","2016","11","01","19:00","9.8","","2.4","","60","","15","","27","","24.1","","101.24","","","","","","Cloudy"
"2016-11-01 20:00","2016","11","01","20:00","10.5","","2.6","","58","","16","","21","","24.1","","101.24","","","","","","Thunderstorms"
"2016-11-01 21:00","2016","11","01","21:00","10.7","","2.3","","56","","14","","19","","24.1","","101.23","","","","","","Rain Showers"
"2016-11-01 22:00","2016","11","01","22:00","10.9","","3.0","","58","","9","","6","","24.1","","101.35","","","","","","Cloudy"
"2016-11-01 23:00","2016","11","01","23:00","10.3","","3.8","","64","","1","","10","","24.1","","101.35","","","","","","NA"
"2016-11-02 00:00","2016","11","02","00:00","8.0","","4.2","","77","","1","","13","","24.1","","101.43","","","","","","NA"
"2016-11-02 01:00","2016","11","02","01:00","6.9","","4.9","","87","","3","","12","","24.1","","101.50","","","","","","Rain"
"2016-11-02 02:00","2016","11","02","02:00","7.0","","5.8","","92","","4","","7","","24.1","","101.51","","","","","","NA"
"2016-11-02 03:00","2016","11","02","03:00","7.5","","6.1","","91","","32","","4","","24.1","","101.49","","","","","","NA"
"2016-11-02 04:00","2016","11","02","04:00","6.8","","5.4","","91","","34","","7","","24.1","","101.50","","","","","","Mainly Clear"
"2016-11-02 05:00","2016","11","02","05:00","7.4","","6.0","","91","","1","","5","","24.1","","101.56","","","","","","NA"
"2016-11-02 06:00","2016","11","02","06:00","7.7","","6.3","","91","","3","","8","","24.1","","101.54","","","","","","NA"
"2016-11-02 07:00","2016","11","02","07:00","8.0","","6.2","","88","","34","","9","","19.3","","101.57","","","","","","Cloudy"
"2016-11-02 08:00","2016","11","02","08:00","9.3","","6.8","","84","","36","","1","","19.3","","101.61","","","","","","NA"
"2016-11-02 09:00","2016","11","02","09:00","10.8","","7.2","","78","","36","","3","","24.1","","101.61","","","","","","NA"
"2016-11-02 10:00","2016","11","02","10:00","11.8","","7.6","","75","","27","","4","","24.1","","101.66","","","","","","Cloudy"
"2016-11-02 11:00","2016","11","02","11:00","12.7","","8.4","","75","","28","","9","","24.1","","101.63","","","","","","NA"
"2016-11-02 12:00","2016","11","02","12:00","14.1","","9.4","","73","","21","","14","","24.1","","101.59","","","","","","NA"
"2016-11-02 13:00","2016","11","02","13:00","13.9","","8.8","","71","","22","","14","","24.1","","101.54","","","","","","Mainly Clear"
"2016-11-02 14:00","2016","11","02","14:00","14.7","","9.8","","72","","20","","9","","24.1","","101.53","","","","","","NA"
"2016-11-02 15:00","2016","11","02","15:00","14.7","","9.8","","72","","25","","12","","24.1","","101.56","","","","","","NA"
"2016-11-02 16:00","2016","11","02","16:00","14.8","","9.7","","71","","28","","6","","24.1","","101.57","","","","","","Mostly Cloudy"
"2016-11-02 17:00","2016","11","02","17:00","13.7","","9.2","","74","","34","","5","","24.1","","101.60","","","","","","NA"
"2016-11-02 18:00","2016","11","02","18:00","12.6","","9.1","","79","","1","","7","","24.1","","101.63","","","","","","NA"
"2016-11-02 19:00","2016","11","02","19:00","11.2","","7.5","","78","","3","","12","","24.1","","101.62","","","","","","Cloudy"
"2016-11-02 20:00","2016","11","02","20:00","11.1","","7.8","","80","","5","","10","","24.1","","101.61","","","","","","NA"
