"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-03-01 00:00","2016","03","01","00:00","-9.0","","-17.6","","50","","30","","43","","24.1","","100.79","","","","-20","","Blowing Snow"
"2016-03-01 01:00","2016","03","01","01:00","-9.8","","-17.2","","55","","29","","28","","24.1","","101.15","","","","-19","","Blowing Snow"
"2016-03-01 02:00","2016","03","01","02:00","-11.0","","-18.2","","56","","29","","29","","24.1","","101.40","","","","-21","","Blowing Snow"
"2016-03-01 03:00","2016","03","01","03:00","-11.8","","-18.3","","59","","28","","18","","24.1","","101.58","","","","-20","","Blowing Snow"
"2016-03-01 04:00","2016","03","01","04:00","-13.0","","-19.8","","57","","30","","18","","24.1","","101.69","","","","-21","","Clear"
"2016-03-01 05:00","2016","03","01","05:00","-13.9","","-20.3","","59","","30","","17","","24.1","","101.77","","","","-22","","NA"
"2016-03-01 06:00","2016","03","01","06:00","-14.4","","-21.6","","55","","28","","21","","24.1","","101.89","","","","-24","","NA"
"2016-03-01 07:00","2016","03","01","07:00","-14.6","","-21.8","","55","","27","","14","","48.3","","101.98","","","","-22","","Clear"
"2016-03-01 08:00","2016","03","01","08:00","-14.1","","-21.1","","56","","29","","14","","48.3","","102.04","","","","-22","","NA"
"2016-03-01 09:00","2016","03","01","09:00","-13.4","","-20.0","","58","","28","","14","","48.3","","102.01","","","","-21","","NA"
"2016-03-01 10:00","2016","03","01","10:00","-12.8","","-19.9","","56","","27","","12","","48.3","","102.07","","","","-19","","Mainly Clear"
"2016-03-01 11:00","2016","03","01","11:00","-11.9","","-19.5","","54","","26","","14","","48.3","","102.06","","","","-19","","NA"
"2016-03-01 12:00","2016","03","01","12:00","-10.8","","-18.2","","55","","22","","18","","48.3","","101.97","","","","-18","","NA"
"2016-03-01 13:00","2016","03","01","13:00","-10.4","","-19.0","","50","","22","","17","","48.3","","101.92","","","","-18","","Cloudy"
"2016-03-01 14:00","2016","03","01","14:00","-9.9","","-19.0","","48","","30","","13","","48.3","","101.81","","","","-16","","NA"
"2016-03-01 15:00","2016","03","01","15:00","-9.6","","-18.2","","50","","32","","12","","24.1","","101.67","","","","-15","","NA"
"2016-03-01 16:00","2016","03","01","16:00","-9.8","","-17.7","","53","","6","","9","","24.1","","101.57","","","","-15","","Cloudy"
"2016-03-01 17:00","2016","03","01","17:00","-9.2","","-18.3","","48","","14","","9","","24.1","","101.51","","","","-14","","NA"
"2016-03-01 18:00","2016","03","01","18:00","-9.3","","-15.9","","59","","6","","12","","6.4","","101.41","","","","-15","","Snow"
"2016-03-01 19:00","2016","03","01","19:00","-9.6","","-13.2","","75","","3","","19","","16.1","","101.37","","","","-17","","Snow"
"2016-03-01 20:00","2016","03","01","20:00","-9.6","","-13.6","","73","","5","","29","","24.1","","101.23","","","","-19","","NA"
"2016-03-01 21:00","2016","03","01","21:00","-9.4","","-14.3","","68","","5","","29","","24.1","","101.01","","","","-19","","Snow"
"2016-03-01 22:00","2016","03","01","22:00","-9.4","","-15.4","","62","","4","","42","","24.1","","100.80","","","","-20","","Snow"
"2016-03-01 23:00","2016","03","01","23:00","-9.4","","-15.0","","64","","4","","42","","24.1","","100.57","","","","-20","","Snow,Blowing Snow"
"2016-03-02 00:00","2016","03","02","00:00","-9.6","","-15.4","","63","","4","","43","","24.1","","100.31","","","","-21","","Snow,Blowing Snow"
"2016-03-02 01:00","2016","03","02","01:00","-10.4","","-13.4","","79","","4","","52","","12.9","","99.92","","","","-22","","Snow,Blowing Snow"
"2016-03-02 02:00","2016","03","02","02:00","-10.2","","-12.6","","83","","4","","42","","3.2","","99.67","","","","-21","","Snow,Ice Pellets,Blowing Snow"
"2016-03-02 03:00","2016","03","02","03:00","-9.9","","-12.3","","83","","3","","49","","4.8","","99.41","","","","-22","","Snow,Ice Pellets,Blowing Snow"
"2016-03-02 04:00","2016","03","02","04:00","-9.7","","-11.9","","84","","2","","42","","4.0","","99.15","","","","-21","","Snow,Ice Pellets,Blowing Snow"
"2016-03-02 05:00","2016","03","02","05:00","-9.3","","-11.4","","85","","1","","35","","1.6","","99.05","","","","-19","","Snow,Blowing Snow"
"2016-03-02 06:00","2016","03","02","06:00","-9.1","","-11.3","","84","","2","","29","","4.8","","99.11","","","","-18","","Snow,Blowing Snow"
"2016-03-02 07:00","2016","03","02","07:00","-8.8","","-11.0","","84","","35","","13","","12.9","","99.27","","","","-15","","Snow,Blowing Snow"
"2016-03-02 08:00","2016","03","02","08:00","-8.5","","-10.9","","83","","24","","21","","8.1","","99.49","","","","-16","","Snow,Blowing Snow"
"2016-03-02 09:00","2016","03","02","09:00","-7.8","","-10.5","","81","","25","","32","","6.4","","99.64","","","","-17","","Snow,Blowing Snow"
