"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-01-01 00:00","2014","01","01","00:00","-19.7","","-21.8","","84","","24","","6","","24.1","","101.63","","","","-25","","NA"
"2014-01-01 01:00","2014","01","01","01:00","-18.8","","-21.0","","83","","23","","13","","24.1","","101.69","","","","-27","","Mostly Cloudy"
"2014-01-01 02:00","2014","01","01","02:00","-18.5","","-20.9","","82","","23","","9","","24.1","","101.79","","","","-25","","NA"
"2014-01-01 03:00","2014","01","01","03:00","-16.9","","-19.4","","81","","26","","10","","24.1","","101.84","","","","-24","","NA"
"2014-01-01 04:00","2014","01","01","04:00","-16.5","","-19.0","","81","","24","","8","","24.1","","101.88","","","","-22","","Cloudy"
"2014-01-01 05:00","2014","01","01","05:00","-17.1","","-19.3","","83","","26","","8","","24.1","","101.96","","","","-23","","NA"
"2014-01-01 06:00","2014","01","01","06:00","-17.2","","-19.7","","81","","27","","11","","24.1","","102.02","","","","-24","","NA"
"2014-01-01 07:00","2014","01","01","07:00","-18.5","","-20.7","","83","","23","","10","","24.1","","102.11","","","","-25","","Clear"
"2014-01-01 08:00","2014","01","01","08:00","-18.3","","-21.9","","74","","27","","13","","24.1","","102.22","","","","-26","","NA"
"2014-01-01 09:00","2014","01","01","09:00","-17.3","","-22.4","","65","","27","","17","","24.1","","102.30","","","","-26","","NA"
"2014-01-01 10:00","2014","01","01","10:00","-16.9","","-22.8","","61","","26","","17","","24.1","","102.42","","","","-26","","Mainly Clear"
"2014-01-01 11:00","2014","01","01","11:00","-16.8","","-23.5","","57","","28","","17","","24.1","","102.46","","","","-26","","NA"
