"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-06-01 00:00","2016","06","01","00:00","16.0","","7.8","","58","","36","","20","","24.1","","101.43","","","","","","NA"
"2016-06-01 01:00","2016","06","01","01:00","15.4","","7.8","","60","","2","","16","","24.1","","101.49","","","","","","Mostly Cloudy"
"2016-06-01 02:00","2016","06","01","02:00","15.1","","8.2","","63","","2","","16","","24.1","","101.56","","","","","","NA"
"2016-06-01 03:00","2016","06","01","03:00","14.7","","8.3","","65","","3","","17","","24.1","","101.58","","","","","","NA"
"2016-06-01 04:00","2016","06","01","04:00","13.8","","8.1","","68","","2","","15","","48.3","","101.64","","","","","","Cloudy"
"2016-06-01 05:00","2016","06","01","05:00","13.5","","8.4","","71","","2","","19","","24.1","","101.71","","","","","","NA"
"2016-06-01 06:00","2016","06","01","06:00","13.9","","8.4","","69","","2","","21","","48.3","","101.77","","","","","","NA"
"2016-06-01 07:00","2016","06","01","07:00","14.9","","8.2","","64","","4","","19","","48.3","","101.82","","","","","","Mainly Clear"
"2016-06-01 08:00","2016","06","01","08:00","16.5","","9.0","","61","","6","","15","","48.3","","101.82","","","","","","NA"
"2016-06-01 09:00","2016","06","01","09:00","17.9","","10.1","","60","","1","","10","","48.3","","101.83","","","","","","NA"
"2016-06-01 10:00","2016","06","01","10:00","19.0","","8.8","","51","","8","","8","","48.3","","101.84","","","","","","Mainly Clear"
"2016-06-01 11:00","2016","06","01","11:00","20.3","","9.7","","50","","4","","16","","48.3","","101.79","","","","","","NA"
"2016-06-01 12:00","2016","06","01","12:00","21.1","","9.5","","47","","36","","3","","48.3","","101.74","","","","","","NA"
"2016-06-01 13:00","2016","06","01","13:00","22.9","","10.2","","44","","9","","11","","48.3","","101.68","","","","","","Mostly Cloudy"
"2016-06-01 14:00","2016","06","01","14:00","23.3","","10.9","","45","","5","","9","","48.3","","101.63","","25","","","","NA"
"2016-06-01 15:00","2016","06","01","15:00","23.2","","10.1","","43","","8","","6","","48.3","","101.57","","25","","","","NA"
"2016-06-01 16:00","2016","06","01","16:00","23.7","","10.2","","42","","6","","14","","48.3","","101.53","","25","","","","Mostly Cloudy"
"2016-06-01 17:00","2016","06","01","17:00","24.2","","10.3","","41","","10","","13","","48.3","","101.44","","26","","","","NA"
"2016-06-01 18:00","2016","06","01","18:00","24.1","","10.6","","42","","7","","13","","48.3","","101.45","","26","","","","NA"
"2016-06-01 19:00","2016","06","01","19:00","23.6","","10.8","","44","","8","","13","","48.3","","101.44","","25","","","","Mostly Cloudy"
"2016-06-01 20:00","2016","06","01","20:00","23.2","","11.1","","46","","7","","13","","24.1","","101.42","","25","","","","NA"
"2016-06-01 21:00","2016","06","01","21:00","20.7","","11.5","","55","","4","","13","","24.1","","101.43","","","","","","NA"
"2016-06-01 22:00","2016","06","01","22:00","19.8","","11.7","","59","","5","","14","","24.1","","101.39","","","","","","Mostly Cloudy"
"2016-06-01 23:00","2016","06","01","23:00","18.4","","11.6","","64","","4","","15","","24.1","","101.35","","","","","","NA"
"2016-06-02 00:00","2016","06","02","00:00","17.2","","11.1","","67","","2","","13","","24.1","","101.32","","","","","","NA"
"2016-06-02 01:00","2016","06","02","01:00","19.2","","12.6","","65","","9","","7","","24.1","","101.28","","","","","","Mainly Clear"
"2016-06-02 02:00","2016","06","02","02:00","18.9","","13.6","","71","","13","","10","","24.1","","101.25","","","","","","NA"
"2016-06-02 03:00","2016","06","02","03:00","18.8","","14.1","","74","","14","","19","","24.1","","101.21","","","","","","NA"
"2016-06-02 04:00","2016","06","02","04:00","19.0","","13.9","","72","","14","","22","","24.1","","101.19","","","","","","Mostly Cloudy"
"2016-06-02 05:00","2016","06","02","05:00","19.0","","13.7","","71","","14","","20","","24.1","","101.19","","","","","","NA"
"2016-06-02 06:00","2016","06","02","06:00","19.7","","13.5","","67","","15","","28","","22.5","","101.18","","","","","","NA"
"2016-06-02 07:00","2016","06","02","07:00","20.9","","13.7","","63","","14","","28","","24.1","","101.18","","","","","","Cloudy"
"2016-06-02 08:00","2016","06","02","08:00","18.7","","15.0","","79","","14","","18","","12.9","","101.22","","","","","","Rain"
"2016-06-02 09:00","2016","06","02","09:00","18.9","","15.6","","81","","15","","20","","19.3","","101.24","","","","","","Rain"
"2016-06-02 10:00","2016","06","02","10:00","18.7","","16.2","","85","","14","","14","","19.3","","101.25","","","","","","Rain"
"2016-06-02 11:00","2016","06","02","11:00","18.9","","17.1","","89","","14","","11","","19.3","","101.25","","","","","","Rain"
"2016-06-02 12:00","2016","06","02","12:00","18.9","","17.1","","89","","15","","13","","19.3","","101.22","","","","","","Rain"
"2016-06-02 13:00","2016","06","02","13:00","19.2","","16.7","","85","","15","","12","","24.1","","101.12","","","","","","Rain"
"2016-06-02 14:00","2016","06","02","14:00","20.0","","16.9","","82","","15","","17","","24.1","","101.07","","25","","","","NA"
"2016-06-02 15:00","2016","06","02","15:00","20.9","","17.2","","79","","20","","14","","24.1","","101.05","","26","","","","Rain"
"2016-06-02 16:00","2016","06","02","16:00","21.6","","18.3","","81","","16","","13","","24.1","","100.97","","28","","","","Cloudy"
"2016-06-02 17:00","2016","06","02","17:00","20.8","","18.0","","84","","19","","10","","24.1","","100.90","","27","","","","Rain"
"2016-06-02 18:00","2016","06","02","18:00","21.5","","18.2","","81","","18","","9","","24.1","","100.85","","28","","","","NA"
"2016-06-02 19:00","2016","06","02","19:00","21.8","","18.1","","79","","15","","5","","24.1","","100.86","","28","","","","Cloudy"
"2016-06-02 20:00","2016","06","02","20:00","21.6","","18.1","","80","","17","","14","","24.1","","100.82","","28","","","","NA"
"2016-06-02 21:00","2016","06","02","21:00","21.5","","16.5","","73","","19","","16","","24.1","","100.86","","26","","","","NA"
"2016-06-02 22:00","2016","06","02","22:00","20.6","","16.9","","79","","21","","13","","24.1","","100.86","","26","","","","Cloudy"
"2016-06-02 23:00","2016","06","02","23:00","20.4","","16.5","","78","","20","","13","","24.1","","100.85","","25","","","","NA"
"2016-06-03 00:00","2016","06","03","00:00","19.7","","16.6","","82","","20","","12","","24.1","","100.84","","","","","","NA"
"2016-06-03 01:00","2016","06","03","01:00","18.4","","16.4","","88","","26","","6","","24.1","","100.87","","","","","","Mostly Cloudy"
"2016-06-03 02:00","2016","06","03","02:00","18.9","","16.9","","88","","25","","12","","24.1","","100.85","","","","","","NA"
"2016-06-03 03:00","2016","06","03","03:00","18.4","","16.9","","91","","22","","12","","24.1","","100.87","","","","","","NA"
"2016-06-03 04:00","2016","06","03","04:00","17.6","","16.3","","92","","22","","14","","24.1","","100.90","","","","","","Mostly Cloudy"
"2016-06-03 05:00","2016","06","03","05:00","17.4","","15.4","","88","","23","","14","","24.1","","100.94","","","","","","NA"
"2016-06-03 06:00","2016","06","03","06:00","18.1","","14.5","","79","","24","","19","","24.1","","100.97","","","","","","NA"
"2016-06-03 07:00","2016","06","03","07:00","19.3","","13.1","","67","","25","","22","","24.1","","101.00","","","","","","Mostly Cloudy"
"2016-06-03 08:00","2016","06","03","08:00","20.2","","13.7","","66","","21","","19","","24.1","","101.00","","","","","","NA"
"2016-06-03 09:00","2016","06","03","09:00","21.5","","14.0","","62","","21","","17","","24.1","","101.01","","25","","","","NA"
