"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2010-01-01","2010","01","01","","-3.0","","-5.2","","-4.1","","22.1","","0.0","","0.0","","6.6","","5.8","","4","","","","",""
"2010-01-02","2010","01","02","","-4.0","","-11.3","","-7.7","","25.7","","0.0","","0.0","","6.0","","5.2","","11","","","","",""
"2010-01-03","2010","01","03","","-4.5","","-11.9","","-8.2","","26.2","","0.0","","0.0","","11.8","","10.6","","15","","","","",""
"2010-01-04","2010","01","04","","-5.5","","-8.8","","-7.2","","25.2","","0.0","","0.0","T","0.4","","0.4","","18","","","","",""
"2010-01-05","2010","01","05","","-5.0","","-8.7","","-6.9","","24.9","","0.0","","0.2","","1.8","","2.0","","19","","","","",""
"2010-01-06","2010","01","06","","-4.6","","-6.3","","-5.5","","23.5","","0.0","","0.0","","1.0","","0.8","","19","","","","",""
"2010-01-07","2010","01","07","","-5.0","","-7.7","","-6.4","","24.4","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"2010-01-08","2010","01","08","","-6.3","","-12.8","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"2010-01-09","2010","01","09","","-11.6","","-17.0","","-14.3","","32.3","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"2010-01-10","2010","01","10","","-4.6","","-17.8","","-11.2","","29.2","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"2010-01-11","2010","01","11","","-3.9","","-6.5","","-5.2","","23.2","","0.0","","0.0","","0.0","T","0.0","T","14","","","","",""
"2010-01-12","2010","01","12","","-6.1","","-14.4","","-10.3","","28.3","","0.0","","0.0","","0.0","T","0.0","T","14","","","","",""
"2010-01-13","2010","01","13","","-7.7","","-15.3","","-11.5","","29.5","","0.0","","0.0","","2.2","","1.4","","14","","","","",""
"2010-01-14","2010","01","14","","-0.2","","-8.5","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","15","","","","",""
"2010-01-15","2010","01","15","","2.7","","-1.0","","0.9","","17.1","","0.0","","0.0","T","0.0","T","0.0","T","15","","","","",""
"2010-01-16","2010","01","16","","2.2","","0.5","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2010-01-17","2010","01","17","","0.8","","-7.9","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2010-01-18","2010","01","18","","-2.0","","-7.9","","-5.0","","23.0","","0.0","","0.2","","0.2","","0.4","","9","","","","",""
"2010-01-19","2010","01","19","","1.0","","-3.4","","-1.2","","19.2","","0.0","","0.0","","1.0","","1.0","","9","","","","",""
"2010-01-20","2010","01","20","","0.6","","-6.2","","-2.8","","20.8","","0.0","","0.0","","0.2","","0.2","","9","","","","",""
"2010-01-21","2010","01","21","","-4.0","","-8.9","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2010-01-22","2010","01","22","","-1.8","","-13.8","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2010-01-23","2010","01","23","","-2.6","","-15.1","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2010-01-24","2010","01","24","","2.9","","-8.3","","-2.7","","20.7","","0.0","","2.6","","0.0","","2.6","","8","","","","",""
"2010-01-25","2010","01","25","","8.4","","2.1","","5.3","","12.7","","0.0","","28.4","","0.0","","28.4","","6","","","","",""
"2010-01-26","2010","01","26","","2.2","","0.4","","1.3","","16.7","","0.0","","0.8","","1.6","","1.8","","2","","","","",""
"2010-01-27","2010","01","27","","0.8","","-4.2","","-1.7","","19.7","","0.0","","0.0","","2.2","","1.4","","2","","","","",""
"2010-01-28","2010","01","28","","-3.2","","-14.1","","-8.7","","26.7","","0.0","","0.0","","9.2","","6.0","","3","","","","",""
"2010-01-29","2010","01","29","","-13.9","","-20.0","","-17.0","","35.0","","0.0","","0.0","","0.2","","0.2","","4","","","","",""
